datapublished,name,description,provider,url,,,,
2017-08-26T09:45:00.0000000Z,Hundreds arrested after deadly <b>riots</b> over &#39;rape guru&#39;,At least 32 people were killed in <b>riots</b> after a court declared a religious leader guilty of raping two of his followers. Authorities have arrested hundreds of people and cancelled over 500 trains in north <b>India</b> after at least 32 people were killed in ...,"[{'name': 'Al Jazeera English', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_29ad67539580a95cda82bfc29bc3dba7&pid=news'}}, '_type': 'Organization'}]",https://www.aljazeera.com/news/2017/08/hundreds-arrested-deadly-riots-rape-guru-170826064855736.html,,,,
2019-02-24T12:54:00.0000000Z,"5 dead in Kashmir, shops stage boycott of crackdown by <b>India</b>","SRINAGAR, <b>India</b> - Three rebels ... and enforced a security lockdown in its downtown area in anticipation of <b>protests</b> and clashes. Carrying automatic rifles and wearing <b>riot</b> gear, soldiers and police erected iron barricades and laid razor wire on roads ...","[{'name': 'MSN', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_0cfcddaa71cae000b74e3bf52bc84d78&pid=news'}}, '_type': 'Organization'}]",https://www.msn.com/en-ca/news/world/kashmir-shops-shut-down-to-protest-indian-crackdown/ar-BBTYF39,,,,
2019-02-24T08:35:00.0000000Z,"5 dead in Kashmir, shops stage boycott of crackdown by <b>India</b>","SRINAGAR, <b>India</b> (AP) — Three rebels ... and enforced a security lockdown in its downtown area in anticipation of <b>protests</b> and clashes. Carrying automatic rifles and wearing <b>riot</b> gear, soldiers and police erected iron barricades and laid razor wire ...","[{'name': 'Yahoo!', '_type': 'Organization'}]",https://uk.news.yahoo.com/kashmir-shuts-protest-indian-crackdown-against-activists-082701813.html,,,,
2018-06-04T17:07:00.0000000Z,Anti-Sterlite <b>protest</b>: Panel assures fair probe into police firing,"TUTICORIN: Retired high court judge Aruna Jagadeesan, who was appointed by the Tamil Nadu government as the one-man commission to probe the police firing and killings of 13 people during the anti-Sterlite <b>protest</b> in Tuticorin on May 22, visited the injured ...","[{'name': 'timesofindia.indiatimes.com', '_type': 'Organization'}]",https://timesofindia.indiatimes.com/city/chennai/anti-sterlite-protest-panel-assures-fair-probe-into-police-firing/articleshow/64450084.cms,,,,
2018-12-04T13:07:00.0000000Z,Four arrested <b>in India</b> over <b>riots</b> sparked by cow slaughter rumours that left two dead,"Authorities in northern <b>India</b> have arrested four people for their involvement in an attack on police over rumours of cow slaughter that left two dead, including an officer. Senior police officer Pravin Kumar said on Tuesday that a case had been filed ...","[{'name': 'scmp.com', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_cf1a9f3235e56cc9198b835c2a251917&pid=news'}}, '_type': 'Organization'}]",https://www.scmp.com/news/asia/south-asia/article/2176382/four-arrested-india-over-riots-sparked-cow-slaughter-rumours,,,,
2017-01-25T13:07:00.0000000Z,"Trump may find kindred spirit <b>in India</b>’s <b>Modi, another tough-talking nationalist</b>","NEW DELHI — One man came from privileged beginnings and went to all the right schools, the other was the son of a tea seller. Yet both Indian Prime Minister Narendra Modi and President Trump rose to power as populist outsiders willing to disrupt ...","[{'name': 'The Washington Post', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_04bc0c1c424cf64dec14a2982f0360ef&pid=news'}}, '_type': 'Organization'}]",https://www.washingtonpost.com/world/asia_pacific/trump-may-find-kindred-spirit-in-indias-modi-another-tough-talking-nationalist/2017/01/25/9a97641e-11eb-4c9f-9b38-a5deab2681d7_story.html,,,,
2017-04-26T05:29:00.0000000Z,What does data say about intolerance <b>in India</b>?,"Two years ago, scores of writers returned the prestigious Sahitya Akademi awards they had received to <b>protest</b> against what they perceived to be rising intolerance in the country, sparking a debate on this issue. A new report published by the Pew Research ...","[{'name': 'Mint', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_e3f5b5599888e2963fb8345a1990017f&pid=news'}}, '_type': 'Organization'}]",https://www.livemint.com/Politics/BdrsdNcqeaVU5tArqSO61L/What-does-data-say-about-intolerance-in-India.html,,,,
2018-12-17T11:33:00.0000000Z,Kashmir Locked Down As <b>India</b> Battles <b>Protests</b> After Killings,Indian authorities put separatist leaders in the disputed Kashmir region under house arrest on Monday while police sealed off roads in an effort to stifle <b>protests</b> against the killing of civilians over the weekend. A senior police official who declined to ...,"[{'name': 'LEADERSHIP Newspaper', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_4af5806fca75a758224e1cb3fa50d007&pid=news'}}, '_type': 'Organization'}]",https://leadership.ng/2018/12/17/kashmir-locked-down-as-india-battles-protests-after-killings/,,,,
2018-04-19T06:29:00.0000000Z,Indian Prime Minister Modi confronted by angry <b>protests</b> in London,"LONDON (Reuters) - Hundreds of noisy <b>protesters</b> greeted Indian Prime Minister Narendra Modi when he arrived in London on Wednesday, demonstrating over a rising tide of sexual violence at home, including two particularly brutal rapes. Holding placards ...","[{'name': 'Yahoo News', '_type': 'Organization'}]",https://news.yahoo.com/indian-prime-minister-modi-confronted-angry-protests-london-061737588.html,,,,
2017-06-28T19:41:00.0000000Z,<b>Protests</b> held across <b>India</b> after attacks against Muslims,NEW DELHI/MUMBAI (Reuters) - <b>Protests</b> were held in cities across <b>India</b> on Wednesday against a wave of attacks on Muslims by mobs that accuse them of killing cows or eating beef. The <b>protests</b> follow the stabbing to death last week of a 16-year-old boy ...,"[{'name': 'Business Insider', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_86ac6d5fd1859e509650fb5feef96bf7&pid=news'}}, '_type': 'Organization'}]",https://www.businessinsider.com/r-protests-held-across-india-after-attacks-against-muslims-2017-6,,,,
2018-12-13T10:46:00.0000000Z,<b>India</b>&#39;s Modi Speaks Out <b>Against Cow Vigilantes After &#39;Beef Lynchings</b>&#39; Spark Nationwide <b>Protests</b>,"<b>India</b>’s Prime Minister Narendra Modi has spoken out against violence by cow vigilante groups, a day after thousands of Indians gathered in cities across the country on Wednesday evening to <b>protest</b> against a string of attacks on minority Muslims that have ...","[{'name': 'Time', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_f55c44e0a7d524a26ea2342e45f2f4a0&pid=news'}}, '_type': 'Organization'}]",http://time.com/4838566/india-beef-lynching-attacks-muslims/,,,,
2018-02-20T18:07:00.0000000Z,<b>Justin Trudeau in India: ‘Khalistan</b> 2.0’ is Not What You Think,"He has returned, as the prophecies promised, riding a white horse at the head of a great army — not in flesh, but as an unsmiling simulacrum staring out at the world from computer screens, videos and t-shirts for $38.44, if you’re shopping online in ...","[{'name': 'BloombergQuint', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_66930f12ca40193eb4ad3d43f6cd2531&pid=news'}}, '_type': 'Organization'}]",https://www.bloombergquint.com/opinion/2018/02/20/opinion-justin-trudeau-in-india-khalistan-sikh-diaspora-indo-canada-ties-1984-riots,,,,
2019-02-24T12:54:00.0000000Z,"5 dead in Kashmir, shops stage boycott of crackdown by <b>India</b>","SRINAGAR, <b>India</b> - Three rebels, a counterinsurgency police officer and an army soldier were killed Sunday during a gunbattle in Kashmir, officials said, as shops and businesses shut down to <b>protest</b> a sweeping and ongoing crackdown against activists seeking ...","[{'name': 'MSN', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_0cfcddaa71cae000b74e3bf52bc84d78&pid=news'}}, '_type': 'Organization'}]",https://www.msn.com/en-ca/news/world/kashmir-shops-shut-down-to-protest-indian-crackdown/ar-BBTYF39,,,,
2017-08-27T12:53:00.0000000Z,"After deadly <b>protests</b>, Indian states in lockdown for &#39;godman&#39;s&#39; rape sentencing","NEW DELHI (Reuters) - <b>India</b> is deploying thousands of <b>riot</b> police and shutting down internet services in two northern states, as it prepares for the sentencing on Monday of a self-styled &#39;godman&#39; whose followers went on the rampage after he was convicted ...","[{'name': 'Business Insider', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_86ac6d5fd1859e509650fb5feef96bf7&pid=news'}}, '_type': 'Organization'}]",https://www.businessinsider.com/r-after-deadly-protests-indian-states-in-lockdown-for-godmans-rape-sentencing-2017-8,,,,
2018-01-25T04:25:00.0000000Z,<b>Riots</b> Roil <b>India</b> Ahead of <b>Controversial Movie Release</b>,"<b>Riots</b> broke out in cities across <b>India</b> as angry protestors torched cars and damaged movie theaters a day before a controversial film is set to be released. A day before &#39;Padmaavat&#39;, a movie based on the story of a 14th-century Hindu queen, is set to be ...","[{'name': 'Voice of America', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_9ef8217ce2d3d5d69b5f508ebed0f79b&pid=news'}}, '_type': 'Organization'}]",https://www.voanews.com/a/riots-roil-india-ahead-controversial-movie-release/4222535.html,,,,
2018-04-18T13:07:00.0000000Z,Prime Minister Modi confronted by angry <b>protests</b> in London,"LONDON (Reuters) - Hundreds of noisy <b>protesters</b> greeted Indian Prime Minister Narendra Modi when he arrived in London on Wednesday, demonstrating over a rising tide of sexual violence at home, including two particularly brutal rapes. Holding placards ...","[{'name': 'Reuters', '_type': 'Organization'}]",https://in.reuters.com/article/britain-chogm-modi-idINKBN1HP1R9,,,,
2019-01-04T17:17:00.0000000Z,‘Women’s Wall’ thrice the length of Singapore’s coastline is standing up against patriarchy <b>in India</b>,"Not just the general public, but politicians and celebrities alike, rallied together as the New Year began on January 1 to stand up against the patriarchal norms of Sabarimala temple, where women of all ages were recently allowed to enter as per the Indian ...","[{'name': 'Business Insider India', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_f3d87201e6dd690838bd2404b7077443&pid=news'}}, '_type': 'Organization'}]",https://www.businessinsider.in/Womens-Wall-thrice-the-length-of-Singapores-coastline-is-standing-up-against-patriarchy-in-India/articleshow/67350814.cms,,,,
2018-12-23T12:14:00.0000000Z,<b>Protesters</b> block women activists going to flashpoint <b>India</b> temple,Hundreds of Hindu devotees on Sunday blocked a path leading to one of the holiest temples in southern <b>India</b> to stop a group of women making a new attempt to reach the landmark. Women activists have been trying to enter the Sabarimala temple complex in ...,"[{'name': 'Dawn', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_77d931cd44019be71c3157316397b988&pid=news'}}, '_type': 'Organization'}]",https://www.dawn.com/news/1453169,,,,
2019-02-24T02:40:00.0000000Z,"5 dead in Kashmir, shops stage boycott of crackdown by <b>India</b>","SRINAGAR, <b>India</b> — Three rebels ... and enforced a security lockdown in its downtown area in anticipation of <b>protests</b> and clashes. Carrying automatic rifles and wearing <b>riot</b> gear, soldiers and police erected iron barricades and laid razor wire on roads ...","[{'name': 'Minneapolis Star Tribune', '_type': 'Organization'}]",http://m.startribune.com/kashmir-shuts-to-protest-indian-crackdown-against-activists/506287452/,,,,
2017-08-25T15:16:00.0000000Z,Violent <b>Protests</b> <b>in India</b> Turn Deadly After Guru’s Rape Conviction,"NEW DELHI — At least 30 people were killed Friday when violent clashes spread across northern <b>India</b> after a popular spiritual guru was convicted of rape and his followers flooded the streets, smashing cars, torching buses and attacking police officers.","[{'name': 'The New York Times', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_cc657c1af702fae867766bbf2aa25756&pid=news'}}, '_type': 'Organization'}]",https://www.nytimes.com/2017/08/25/world/asia/dealy-protests-indian-guru-rape-conviction.html,,,,
2018-04-02T02:09:00.0000000Z,"Bharat Bandh LIVE Updates: 9 dead in MP, UP and Rajasthan; internet services suspended and Sec 144 imposed in Rajasthan","Bharat Bandh over SC/ST protection Act LIVE: Four people were killed in Madhya Pradesh&#39;s Gwalior and Morena after Dalits&#39; <b>protest</b> over SC, ST Protection Act turned violent in several states. A number of Dalit organizations are holding strike across <b>India</b> ...","[{'name': 'The Financial Express', '_type': 'Organization'}]",https://www.financialexpress.com/india-news/bharat-bandh-today-live-updates-dalits-strike-punjab-cbse-sc-st-act-scheduled-castes-scheduled-tribes/1118019/,,,,
2018-11-25T09:43:00.0000000Z,Tens of thousands <b>protest</b> <b>in India</b> for controversial Hindu temple,"AYODHYA, <b>INDIA</b> (AFP) – Tens of thousands of Hindu hardliners rallied Sunday (Nov 25) for a temple to be built at a disputed Indian holy site, where an ancient mosque was razed in 1992 sparking deadly <b>riots</b>. Huge crowds of saffron-clad <b>protesters</b>, some ...","[{'name': 'The Straits Times', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_2f00de0769c1a5030e33ee100a8f6ee0&pid=news'}}, '_type': 'Organization'}]",https://www.straitstimes.com/asia/south-asia/indian-town-of-ayodhya-tense-as-thousands-of-hindus-gather-near-disputed-religious,,,,
2018-03-05T03:44:00.0000000Z,<b>Protests</b> rock Kashmir after deadly shooting by Indian troops,"SRINAGAR, <b>India</b> (AP) — Tens of thousands of angry <b>protesters</b> poured into the streets more than a dozen times in Indian-controlled Kashmir on Monday, hurling rocks and shouting anti-<b>India</b> slogans after soldiers killed four civilians and two suspected ...","[{'name': 'The Seattle Times', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_ea6cb82ab2fec30d4d14c92dad031a5a&pid=news'}}, '_type': 'Organization'}]",https://www.seattletimes.com/nation-world/kashmir-shuts-after-indian-troops-kill-3-civilians-1-rebel/,,,,
2019-03-19T11:31:00.0000000Z,Death of man in custody in Indian Kashmir sparks <b>protests</b>,"SRINAGAR (Reuters) - <b>Protests</b> ... Kashmir. <b>India</b> and Pakistan have gone to war three times since 1947, twice over the divided Himalayan region. The dead man came from a family with links to the Jamaat-e-Islami (JeI), his brother said, a <b>political</b> group ...","[{'name': 'Reuters', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_62e71bb461e92ae25d37bed673fc53b9&pid=news'}}, '_type': 'Organization'}]",https://www.reuters.com/article/us-india-kashmir-protests-idUSKCN1R01BH,,,,
2019-03-22T13:05:00.0000000Z,Lok Sabha Elections 2019: BJP Workers Vandalise Party Office in Coochbehar in <b>Protest</b> Against Nomination of Nisith Pramanik,"A group of BJP activists on Friday protested against the nomination of Nisith Pramanik, who recently switched to the saffron party from the Trinamool Congress, as a candidate from Coochbehar constituency in West Bengal. They vandalised furniture, ransacked ...","[{'name': 'India', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_3aeb041da685c25af132b4c6ebaad9c2&pid=news'}}, '_type': 'Organization'}]",https://www.india.com/lok-sabha-elections-2019-india/lok-sabha-elections-2019-bjp-workers-vandalise-party-office-in-coochbehar-in-protest-against-nomination-of-nisith-pramanik-3609112/,,,,
2019-03-19T11:31:00.0000000Z,Death of man in custody in Indian Kashmir sparks <b>protests</b>,"SRINAGAR (Reuters) - <b>Protests</b> flared in parts of Indian Kashmir on Tuesday after police said a man being questioned in connection with a security investigation had died in custody, the latest disturbances in one of the world’s most militarized regions.","[{'name': 'Reuters', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_62e71bb461e92ae25d37bed673fc53b9&pid=news'}}, '_type': 'Organization'}]",https://www.reuters.com/article/us-india-kashmir-protests-idUSKCN1R01BH,,,,
2019-03-19T08:11:00.0000000Z,<b>India</b>-Pakistan cricket row over army caps and <b>politics</b> in sport,"the nexus of cricket and diplomacy is <b>in India</b>,&quot; he said. Boycotts and sanctions over <b>political</b> differences are common in international sport, especially at the highest level. The United States boycotted the 1980 Moscow Olympics in <b>protest</b> of the Soviet ...","[{'name': 'Al Jazeera English', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_29ad67539580a95cda82bfc29bc3dba7&pid=news'}}, '_type': 'Organization'}]",https://www.aljazeera.com/indepth/features/india-pakistan-cricket-row-army-caps-politics-sport-190317061543070.html,,,,
2019-02-26T11:28:00.0000000Z,"Celebrations, <b>protests</b> as <b>India</b> carries out air raids in Pakistan","People across <b>India</b> come out on the streets as they celebrate <b>India</b>&#39;s attack avenging a suicide bombing in Kashmir. This handout photograph released by Pakistan&#39;s Inter-Services Public Relations (ISPR) on February 26, 2019, shows damage caused to trees in ...","[{'name': 'Al Jazeera English', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_29ad67539580a95cda82bfc29bc3dba7&pid=news'}}, '_type': 'Organization'}]",https://www.aljazeera.com/indepth/inpictures/celebrations-india-carries-attack-pakistan-190226092855026.html,,,,
2018-12-17T09:46:00.0000000Z,Indian troops enforce lockdown to foil Kashmir <b>protest</b> march,"SRINAGAR, <b>India</b> (AP) - Soldiers and police fanned out across Indian-controlled Kashmir on Monday to enforce a security lockdown for a second straight day to stop anti-<b>India protests</b> and foil a call by separatists for a march toward <b>India</b>’s main military ...","[{'name': 'The Washington Times', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_104a9402f29a6a488f404306f122ddec&pid=news'}}, '_type': 'Organization'}]",https://www.washingtontimes.com/news/2018/dec/17/indian-troops-enforce-lockdown-to-foil-kashmir-pub/,,,,
2018-08-08T19:23:00.0000000Z,"Mumbai will see <b>protests</b>, <b>protests</b> shouldn’t see violence",No one is quite sure if life in Mumbai will move to its regular rhythm today. The spectre of <b>protests</b> and sit-ins by the pro-reservation Maratha groups looms large over the city. Popular wisdom suggests it’s best to be cautious given such <b>protests</b> have a ...,"[{'name': 'Hindustan Times', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_121878103001204f6d54fcb8a7699784&pid=news'}}, '_type': 'Organization'}]",https://www.hindustantimes.com/mumbai-news/mumbai-will-see-protests-protests-shouldn-t-see-violence/story-FuHmXOxzYl3rhnIRDPuYNK.html,,,,
2019-03-02T00:00:00.0000000Z,Anti-<b>India protests</b> <b>hit Kashmir after Hizbul Mujahideen chief</b> is killed,"Dear reader, online ads enable us to deliver the journalism you value. Please support us by taking a moment to turn off Adblock on Dawn.com. Dear reader, please upgrade to the latest version of IE to have a better reading experience Masked Kashmiri ...","[{'name': 'Dawn', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_77d931cd44019be71c3157316397b988&pid=news'}}, '_type': 'Organization'}]",https://www.dawn.com/news/1335760,,,,
2019-01-03T06:48:00.0000000Z,"Lok Sabha adjourns till noon amid <b>protests</b> by AIADMK, TDP","NEW DELHI: Lok Sabha proceedings were adjourned on Thursday following ruckus created by AIADMK and TDP members over various issues. Despite 24 members of the AIADMK being suspended on Wednesday by Speaker Sumitra Mahajan for unruly behaviour, seven party ...","[{'name': 'timesofindia.indiatimes.com', '_type': 'Organization'}]",https://timesofindia.indiatimes.com/india/lok-sabha-adjourns-till-noon-amid-protests-by-aiadmk-tdp/articleshow/67361678.cms,,,,
2019-02-24T20:24:00.0000000Z,"5 dead in Kashmir, shops stage boycott of crackdown by <b>India</b>","SRINAGAR, <b>India</b> (AP) — Three rebels ... and enforced a security lockdown in its downtown area in anticipation of <b>protests</b> and clashes. Carrying automatic rifles and wearing <b>riot</b> gear, soldiers and police erected iron barricades and laid razor wire ...","[{'name': 'Yahoo Finance', '_type': 'Organization'}]",https://finance.yahoo.com/news/kashmir-shuts-protest-indian-crackdown-against-activists-082701813.html,,,,
2019-03-23T22:56:00.0000000Z,<b>Political</b> Kumbh in Kanpur: Ganga turns into epicentre of campaign,"Ganga Mela will begin from Tuesday. The city will become a <b>political</b> hub as parties will cash on the grand eve... Read More Kanpur: Not only for the temple city Varanasi, Ganga also has great ...","[{'name': 'timesofindia.indiatimes.com', '_type': 'Organization'}]",https://timesofindia.indiatimes.com/city/kanpur/political-kumbh-in-kanpur-ganga-turns-into-epicentre-of-campaign/articleshow/68542506.cms,,,,
2019-03-24T04:08:00.0000000Z,Thailand votes in face-off between coup leader and &#39;democratic front&#39;,"BANGKOK (Reuters) - Thai voters went to the polls on Sunday in a long-delayed election following a 2014 coup, in a race that pits a military junta chief seeking to retain power against a ...","[{'name': 'Reuters', '_type': 'Organization'}]",https://in.reuters.com/article/thailand-election/thailand-votes-in-face-off-between-coup-leader-and-democratic-front-idINKCN1R503B,,,,
2019-02-24T08:33:00.0000000Z,"5 dead in Kashmir, shops stage boycott of crackdown by <b>India</b>","SRINAGAR, <b>India</b> (AP) — Three rebels ... and enforced a security lockdown in its downtown area in anticipation of <b>protests</b> and clashes. Carrying automatic rifles and wearing <b>riot</b> gear, soldiers and police erected iron barricades and laid razor wire ...","[{'name': 'sfgate.com', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_54d6e8857a180186fb2098ccfbefbf4b&pid=news'}}, '_type': 'Organization'}]",https://www.sfgate.com/news/crime/article/Kashmir-shuts-to-protest-Indian-crackdown-against-13640420.php,,,,
2019-03-22T14:26:00.0000000Z,<b>India</b> abstains from voting on UN resolution condemning Israel over violence in Gaza,"NEW DELHI: <b>India</b> abstained, along with 14 other countries, voting on a resolution at the UN Human Rights Council condemning Israel for violence in Gaza. The resolution was passed with 23 countries ...","[{'name': 'timesofindia.indiatimes.com', '_type': 'Organization'}]",https://timesofindia.indiatimes.com/india/india-abstains-from-voting-on-un-resolution-condemning-israel-over-violence-in-gaza/articleshow/68525997.cms,,,,
2019-03-12T17:20:00.0000000Z,Opposition <b>protest</b> in south <b>India</b> over alleged assaults on women,"NEW DELHI (Reuters) - Reports of sexual assault on women in southern <b>India</b> have sparked outrage, with opposition politicians on Tuesday protesting against what they called a lack of progress in the investigation. The case has received widespread media ...","[{'name': 'Reuters', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_62e71bb461e92ae25d37bed673fc53b9&pid=news'}}, '_type': 'Organization'}]",https://www.reuters.com/article/us-india-women-idUSKBN1QT1K5,,,,
2018-04-18T14:29:00.0000000Z,PM Narendra Modi confronted by angry <b>protests</b> in London,"London: Hundreds of noisy <b>protesters</b> greeted Prime Minister Narendra Modi when he arrived in London on Wednesday, demonstrating over a rising tide of sexual violence at home including two particularly brutal rapes. Holding placards reading “Modi go home ...","[{'name': 'Mint', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_e3f5b5599888e2963fb8345a1990017f&pid=news'}}, '_type': 'Organization'}]",https://www.livemint.com/Politics/dCJEQTTSrxN5odvG1BIJQL/PM-Narendra-Modi-confronted-by-angry-protests-in-London.html,,,,
2018-12-31T02:51:00.0000000Z,1984 <b>riots</b> case: Sajjan Kumar expected to surrender today,"NEW DELHI: The 73-year-old Congress leader, Sajjan Kumar, who was awarded life sentence by the Delhi High Court in a 1984 anti-Sikh <b>riots</b> case, is expected to surrender before Karkardooma Court or Tihar jail authorities here on Monday. Overturning the ...","[{'name': 'timesofindia.indiatimes.com', '_type': 'Organization'}]",https://timesofindia.indiatimes.com/india/1984-riots-case-sajjan-kumar-expected-to-surrender-today/articleshow/67317299.cms,,,,
2017-06-16T02:46:00.0000000Z,<b>India: 20 Internet Shutdowns in 2017</b>,"(New York) – Indian authorities should cease arbitrary restrictions of the country’s internet and telecommunications networks, Human Rights Watch said today. Officials contend these shutdowns are needed to prevent violence fueled by rumors circulated ...","[{'name': 'Human Rights Watch', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_422e20f7c761a44e0f4971720bfd4613&pid=news'}}, '_type': 'Organization'}]",https://www.hrw.org/news/2017/06/15/india-20-internet-shutdowns-2017,,,,
2017-09-21T05:02:00.0000000Z,"&#39;Divisive <b>Politics Ruining India&#39;s Reputation Abroad&#39;, Says Rahul Gandhi</b> In US","Congress vice president Rahul Gandhi, addressing a gathering at Times Square in New York, said &quot;divisive <b>politics</b> is ruining <b>India</b>&#39;s reputation of peace and harmony abroad.&quot; Mr Gandhi was speaking on Wednesday at one of the last events in a two-week US ...","[{'name': 'NDTV', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_d1cb7e4fae367f2e7fe2eff72abcc1cc&pid=news'}}, '_type': 'Organization'}]",https://www.ndtv.com/india-news/divisive-politics-ruining-indias-reputation-abroad-says-rahul-gandhi-in-new-york-1753159,,,,
2017-09-26T07:16:00.0000000Z,<b>Politics of division denting India’s reputation</b> for tolerance,"The last time <b>India</b> witnessed religious instigation and communal <b>politics</b> of the level it does today, the British colonial rule was upon us, that brought with it multiple <b>riots</b>, killings, and mass displacements. The founders of independent <b>India</b> waged ...","[{'name': 'Medium', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_b3e93cffa961fbff66cfbd26395bf0c6&pid=news'}}, '_type': 'Organization'}]",https://medium.com/@Congress/politics-of-division-denting-indias-reputation-for-tolerance-bde8f257cac2,,,,
2019-03-24T03:35:00.0000000Z,A retrospective in a book,"The editors of a new book on the art and life of Gulammohammed Sheikh, At Home In The World, which is heavier than a newborn, were compelled to stop when they crossed 450 pages. Because Sheikh, who has been awarded the Padma Shri and the Padma Bhushan, and ...","[{'name': 'Mid Day', '_type': 'Organization'}]",https://www.mid-day.com/articles/a-retrospective-in-a-book/20612179,,,,
2019-03-24T04:22:00.0000000Z,Light in a dark time: Sikhs in New Zealand exemplify courageous compassion,"To be imbued and attuned to the shabad; to be kind and compassionate; to sing the kirtan — these are the most worthwhile actions in this Dark Age of Kali Yuga In the darkness of death, New Zealand’s Sikh population has brought this shabad to life.","[{'name': 'telegraphindia.com', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_c10f2ea79f44336e42636778d6493c3d&pid=news'}}, '_type': 'Organization'}]",https://www.telegraphindia.com/opinion/light-in-a-dark-time-sikhs-in-new-zealand-exemplify-courageous-compassion/cid/1687370,,,,
2019-03-15T09:30:00.0000000Z,&#39;Influenced by <b>politics</b>&#39;: Economists slam <b>India</b> for tweaking data,"A group of more than 100 experts have sounded a pre-election alarm over Indian economic data, accusing Prime Minister Narendra Modi&#39;s government of tweaking or burying unwelcoming numbers. Modi is vulnerable over his economic record in the polls starting ...","[{'name': 'Al Jazeera English', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_29ad67539580a95cda82bfc29bc3dba7&pid=news'}}, '_type': 'Organization'}]",https://www.aljazeera.com/news/2019/03/politics-economists-slam-india-tweaking-data-190315083621057.html,,,,
2019-03-24T02:28:00.0000000Z,Polls open in first Thai general election since 2014 coup,"BANGKOK: Polls opened Sunday for the first Thai election since a 2014 coup, with a high turnout expected among a public who received a cryptic last-minute warning from the Thai king to support ...","[{'name': 'timesofindia.indiatimes.com', '_type': 'Organization'}]",https://timesofindia.indiatimes.com/world/rest-of-world/polls-open-in-first-thai-general-election-since-2014-coup/articleshow/68543594.cms,,,,
2019-03-20T15:45:00.0000000Z,Pakistan lodges strong <b>protest</b> with <b>India</b> over acquittal of accused in Samjhauta terror attacks,"Indian court on Wednesday acquitted all four accused of Samjhauta Express terror attack, including Swami Aseemanand The acquittal of the accused came today 11 years after the heinous Samjhauta Terror Attacks ISLAMABAD: Pakistan on Wednesday summoned Indian ...","[{'name': 'The News International', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_d78c51110b6c2985f83ddd4c3555130f&pid=news'}}, '_type': 'Organization'}]",https://www.thenews.com.pk/latest/446531-pakistan-lodges-strong-protest-with-india-over-acquittal-of-accused-in-samjhauta-terror-attacks,,,,
2018-04-18T12:44:00.0000000Z,Indian Prime Minister Modi confronted by angry <b>protests</b> in London,"Sexual violence against women is a highly charged <b>political</b> issue <b>in India</b>, where <b>protests</b> regularly erupt about entrenched ... as chief minister of Gujarat, in <b>riots</b> that killed about 1,000 people in 2002. Britain ended a boycott of Modi in 2012 after ...","[{'name': 'Reuters', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_62e71bb461e92ae25d37bed673fc53b9&pid=news'}}, '_type': 'Organization'}]",https://www.reuters.com/article/us-britain-chogm-modi-idUSKBN1HP1QK,,,,
